edge,tsi,significant_windows,total_windows,n_obs,environment,day,frequency
BITGET->BINANCE,0.26373626373626374,48,182,3857,Vol_Low,2025-09-05,2S
BITGET->COINBASE,0.19540229885057472,34,174,3617,Vol_Low,2025-09-05,2S
BITGET->BYBITSPOT,0.22527472527472528,41,182,3991,Vol_Low,2025-09-05,2S
BINANCE->COINBASE,0.3625,58,160,3358,Vol_Med,2025-09-05,2S
BINANCE->BYBITSPOT,0.21518987341772153,34,158,3032,Vol_Med,2025-09-05,2S
BINANCE->BITGET,0.22289156626506024,37,166,3055,Vol_Med,2025-09-05,2S
COINBASE->BINANCE,0.38461538461538464,65,169,3395,Vol_Med,2025-09-05,2S
COINBASE->BYBITSPOT,0.30344827586206896,88,290,5555,Vol_Med,2025-09-05,2S
COINBASE->BITGET,0.32432432432432434,84,259,5136,Vol_Med,2025-09-05,2S
BYBITSPOT->BINANCE,0.33540372670807456,54,161,3042,Vol_Med,2025-09-05,2S
BYBITSPOT->COINBASE,0.2363013698630137,69,292,5549,Vol_Med,2025-09-05,2S
BYBITSPOT->BITGET,0.30578512396694213,74,242,4587,Vol_Med,2025-09-05,2S
BITGET->BINANCE,0.38857142857142857,68,175,3058,Vol_Med,2025-09-05,2S
BITGET->COINBASE,0.22916666666666666,66,288,5145,Vol_Med,2025-09-05,2S
BITGET->BYBITSPOT,0.3015267175572519,79,262,4601,Vol_Med,2025-09-05,2S
BINANCE->COINBASE,0.39090909090909093,43,110,2342,Vol_High,2025-09-05,2S
BINANCE->BYBITSPOT,0.21551724137931033,25,116,2593,Vol_High,2025-09-05,2S
BINANCE->BITGET,0.2,23,115,2440,Vol_High,2025-09-05,2S
COINBASE->BINANCE,0.41935483870967744,52,124,2332,Vol_High,2025-09-05,2S
COINBASE->BYBITSPOT,0.29098360655737704,71,244,5938,Vol_High,2025-09-05,2S
COINBASE->BITGET,0.22727272727272727,55,242,5825,Vol_High,2025-09-05,2S
BYBITSPOT->BINANCE,0.375,48,128,2593,Vol_High,2025-09-05,2S
BYBITSPOT->COINBASE,0.20647773279352227,51,247,5938,Vol_High,2025-09-05,2S
BYBITSPOT->BITGET,0.27848101265822783,66,237,5617,Vol_High,2025-09-05,2S
BITGET->BINANCE,0.4180327868852459,51,122,2449,Vol_High,2025-09-05,2S
BITGET->COINBASE,0.265625,68,256,5828,Vol_High,2025-09-05,2S
BITGET->BYBITSPOT,0.2450592885375494,62,253,5618,Vol_High,2025-09-05,2S
BINANCE->COINBASE,0.4617737003058104,151,327,6080,Wash_Low,2025-09-05,2S
BINANCE->BYBITSPOT,0.27439024390243905,90,328,5712,Wash_Low,2025-09-05,2S
BINANCE->BITGET,0.24550898203592814,82,334,5489,Wash_Low,2025-09-05,2S
COINBASE->BINANCE,0.45664739884393063,158,346,6095,Wash_Low,2025-09-05,2S
COINBASE->BYBITSPOT,0.2844364937388193,159,559,10554,Wash_Low,2025-09-05,2S
COINBASE->BITGET,0.34593572778827975,183,529,9623,Wash_Low,2025-09-05,2S
BYBITSPOT->BINANCE,0.3389830508474576,120,354,5712,Wash_Low,2025-09-05,2S
BYBITSPOT->COINBASE,0.2229965156794425,128,574,10554,Wash_Low,2025-09-05,2S
BYBITSPOT->BITGET,0.3284132841328413,178,542,8946,Wash_Low,2025-09-05,2S
BITGET->BINANCE,0.3871866295264624,139,359,5489,Wash_Low,2025-09-05,2S
BITGET->COINBASE,0.23344947735191637,134,574,9623,Wash_Low,2025-09-05,2S
BITGET->BYBITSPOT,0.29772329246935203,170,571,8946,Wash_Low,2025-09-05,2S
BINANCE->COINBASE,0.5669781931464174,182,321,4079,Wash_High,2025-09-05,2S
BINANCE->BYBITSPOT,0.5264797507788161,169,321,4065,Wash_High,2025-09-05,2S
BINANCE->BITGET,0.5862068965517241,187,319,3875,Wash_High,2025-09-05,2S
COINBASE->BINANCE,0.851063829787234,280,329,4093,Wash_High,2025-09-05,2S
COINBASE->BYBITSPOT,0.8670309653916212,476,549,5601,Wash_High,2025-09-05,2S
COINBASE->BITGET,0.8540856031128404,439,514,4967,Wash_High,2025-09-05,2S
BYBITSPOT->BINANCE,0.7418397626112759,250,337,4065,Wash_High,2025-09-05,2S
BYBITSPOT->COINBASE,0.7232142857142857,405,560,5601,Wash_High,2025-09-05,2S
BYBITSPOT->BITGET,0.8007590132827325,422,527,5264,Wash_High,2025-09-05,2S
BITGET->BINANCE,0.7205882352941176,245,340,3875,Wash_High,2025-09-05,2S
BITGET->COINBASE,0.6970260223048327,375,538,4967,Wash_High,2025-09-05,2S
BITGET->BYBITSPOT,0.6476014760147601,351,542,5264,Wash_High,2025-09-05,2S
BINANCE->COINBASE,0.34097421203438394,119,349,10159,Full,2025-09-05,5S
BINANCE->BYBITSPOT,0.2247191011235955,80,356,9777,Full,2025-09-05,5S
BINANCE->BITGET,0.16091954022988506,56,348,9364,Full,2025-09-05,5S
COINBASE->BINANCE,0.2997275204359673,110,367,10188,Full,2025-09-05,5S
COINBASE->BYBITSPOT,0.26475849731663686,148,559,16155,Full,2025-09-05,5S
COINBASE->BITGET,0.24007561436672967,127,529,14590,Full,2025-09-05,5S
BYBITSPOT->BINANCE,0.29708222811671087,112,377,9777,Full,2025-09-05,5S
BYBITSPOT->COINBASE,0.18466898954703834,106,574,16155,Full,2025-09-05,5S
BYBITSPOT->BITGET,0.24907749077490776,135,542,14210,Full,2025-09-05,5S
BITGET->BINANCE,0.2793733681462141,107,383,9364,Full,2025-09-05,5S
BITGET->COINBASE,0.18292682926829268,105,574,14590,Full,2025-09-05,5S
BITGET->BYBITSPOT,0.21777003484320556,125,574,14210,Full,2025-09-05,5S
BINANCE->COINBASE,0.3021978021978022,55,182,4459,Vol_Low,2025-09-05,5S
BINANCE->BYBITSPOT,0.22905027932960895,41,179,4152,Vol_Low,2025-09-05,5S
BINANCE->BITGET,0.19642857142857142,33,168,3869,Vol_Low,2025-09-05,5S
COINBASE->BINANCE,0.2722222222222222,49,180,4461,Vol_Low,2025-09-05,5S
COINBASE->BYBITSPOT,0.38317757009345793,82,214,4662,Vol_Low,2025-09-05,5S
COINBASE->BITGET,0.4624277456647399,80,173,3629,Vol_Low,2025-09-05,5S
BYBITSPOT->BINANCE,0.29411764705882354,55,187,4142,Vol_Low,2025-09-05,5S
BYBITSPOT->COINBASE,0.18468468468468469,41,222,4668,Vol_Low,2025-09-05,5S
BYBITSPOT->BITGET,0.22872340425531915,43,188,4006,Vol_Low,2025-09-05,5S
BITGET->BINANCE,0.26373626373626374,48,182,3857,Vol_Low,2025-09-05,5S
BITGET->COINBASE,0.19540229885057472,34,174,3617,Vol_Low,2025-09-05,5S
BITGET->BYBITSPOT,0.22527472527472528,41,182,3991,Vol_Low,2025-09-05,5S
BINANCE->COINBASE,0.3625,58,160,3358,Vol_Med,2025-09-05,5S
BINANCE->BYBITSPOT,0.21518987341772153,34,158,3032,Vol_Med,2025-09-05,5S
BINANCE->BITGET,0.22289156626506024,37,166,3055,Vol_Med,2025-09-05,5S
COINBASE->BINANCE,0.38461538461538464,65,169,3395,Vol_Med,2025-09-05,5S
COINBASE->BYBITSPOT,0.30344827586206896,88,290,5555,Vol_Med,2025-09-05,5S
COINBASE->BITGET,0.32432432432432434,84,259,5136,Vol_Med,2025-09-05,5S
BYBITSPOT->BINANCE,0.33540372670807456,54,161,3042,Vol_Med,2025-09-05,5S
BYBITSPOT->COINBASE,0.2363013698630137,69,292,5549,Vol_Med,2025-09-05,5S
BYBITSPOT->BITGET,0.30578512396694213,74,242,4587,Vol_Med,2025-09-05,5S
BITGET->BINANCE,0.38857142857142857,68,175,3058,Vol_Med,2025-09-05,5S
BITGET->COINBASE,0.22916666666666666,66,288,5145,Vol_Med,2025-09-05,5S
BITGET->BYBITSPOT,0.3015267175572519,79,262,4601,Vol_Med,2025-09-05,5S
BINANCE->COINBASE,0.39090909090909093,43,110,2342,Vol_High,2025-09-05,5S
BINANCE->BYBITSPOT,0.21551724137931033,25,116,2593,Vol_High,2025-09-05,5S
BINANCE->BITGET,0.2,23,115,2440,Vol_High,2025-09-05,5S
COINBASE->BINANCE,0.41935483870967744,52,124,2332,Vol_High,2025-09-05,5S
COINBASE->BYBITSPOT,0.29098360655737704,71,244,5938,Vol_High,2025-09-05,5S
COINBASE->BITGET,0.22727272727272727,55,242,5825,Vol_High,2025-09-05,5S
BYBITSPOT->BINANCE,0.375,48,128,2593,Vol_High,2025-09-05,5S
BYBITSPOT->COINBASE,0.20647773279352227,51,247,5938,Vol_High,2025-09-05,5S
BYBITSPOT->BITGET,0.27848101265822783,66,237,5617,Vol_High,2025-09-05,5S
BITGET->BINANCE,0.4180327868852459,51,122,2449,Vol_High,2025-09-05,5S
BITGET->COINBASE,0.265625,68,256,5828,Vol_High,2025-09-05,5S
BITGET->BYBITSPOT,0.2450592885375494,62,253,5618,Vol_High,2025-09-05,5S
BINANCE->COINBASE,0.4617737003058104,151,327,6080,Wash_Low,2025-09-05,5S
BINANCE->BYBITSPOT,0.27439024390243905,90,328,5712,Wash_Low,2025-09-05,5S
BINANCE->BITGET,0.24550898203592814,82,334,5489,Wash_Low,2025-09-05,5S
COINBASE->BINANCE,0.45664739884393063,158,346,6095,Wash_Low,2025-09-05,5S
COINBASE->BYBITSPOT,0.2844364937388193,159,559,10554,Wash_Low,2025-09-05,5S
COINBASE->BITGET,0.34593572778827975,183,529,9623,Wash_Low,2025-09-05,5S
BYBITSPOT->BINANCE,0.3389830508474576,120,354,5712,Wash_Low,2025-09-05,5S
BYBITSPOT->COINBASE,0.2229965156794425,128,574,10554,Wash_Low,2025-09-05,5S
BYBITSPOT->BITGET,0.3284132841328413,178,542,8946,Wash_Low,2025-09-05,5S
BITGET->BINANCE,0.3871866295264624,139,359,5489,Wash_Low,2025-09-05,5S
BITGET->COINBASE,0.23344947735191637,134,574,9623,Wash_Low,2025-09-05,5S
BITGET->BYBITSPOT,0.29772329246935203,170,571,8946,Wash_Low,2025-09-05,5S
BINANCE->COINBASE,0.5669781931464174,182,321,4079,Wash_High,2025-09-05,5S
BINANCE->BYBITSPOT,0.5264797507788161,169,321,4065,Wash_High,2025-09-05,5S
BINANCE->BITGET,0.5862068965517241,187,319,3875,Wash_High,2025-09-05,5S
COINBASE->BINANCE,0.851063829787234,280,329,4093,Wash_High,2025-09-05,5S
COINBASE->BYBITSPOT,0.8670309653916212,476,549,5601,Wash_High,2025-09-05,5S
COINBASE->BITGET,0.8540856031128404,439,514,4967,Wash_High,2025-09-05,5S
BYBITSPOT->BINANCE,0.7418397626112759,250,337,4065,Wash_High,2025-09-05,5S
BYBITSPOT->COINBASE,0.7232142857142857,405,560,5601,Wash_High,2025-09-05,5S
BYBITSPOT->BITGET,0.8007590132827325,422,527,5264,Wash_High,2025-09-05,5S
BITGET->BINANCE,0.7205882352941176,245,340,3875,Wash_High,2025-09-05,5S
BITGET->COINBASE,0.6970260223048327,375,538,4967,Wash_High,2025-09-05,5S
BITGET->BYBITSPOT,0.6476014760147601,351,542,5264,Wash_High,2025-09-05,5S
BINANCE->COINBASE,0.28,91,325,5260,Full,2025-09-05,10S
BINANCE->BYBITSPOT,0.21515151515151515,71,330,5254,Full,2025-09-05,10S
BINANCE->BITGET,0.2688821752265861,89,331,5145,Full,2025-09-05,10S
COINBASE->BINANCE,0.4046920821114369,138,341,5269,Full,2025-09-05,10S
COINBASE->BYBITSPOT,0.31663685152057247,177,559,8371,Full,2025-09-05,10S
COINBASE->BITGET,0.3270321361058601,173,529,7795,Full,2025-09-05,10S
BYBITSPOT->BINANCE,0.3475783475783476,122,351,5381,Full,2025-09-05,10S
BYBITSPOT->COINBASE,0.26306620209059234,151,574,8570,Full,2025-09-05,10S
BYBITSPOT->BITGET,0.2896678966789668,157,542,7883,Full,2025-09-05,10S
BITGET->BINANCE,0.34794520547945207,127,365,5354,Full,2025-09-05,10S
BITGET->COINBASE,0.2264808362369338,130,574,8179,Full,2025-09-05,10S
BITGET->BYBITSPOT,0.2456445993031359,141,574,8071,Full,2025-09-05,10S
BINANCE->COINBASE,0.2891566265060241,48,166,2243,Vol_Low,2025-09-05,10S
BINANCE->BYBITSPOT,0.20496894409937888,33,161,2210,Vol_Low,2025-09-05,10S
BINANCE->BITGET,0.37254901960784315,57,153,2052,Vol_Low,2025-09-05,10S
COINBASE->BINANCE,0.4764705882352941,81,170,2265,Vol_Low,2025-09-05,10S
COINBASE->BYBITSPOT,0.3641304347826087,67,184,2474,Vol_Low,2025-09-05,10S
COINBASE->BITGET,0.44966442953020136,67,149,1962,Vol_Low,2025-09-05,10S
BYBITSPOT->BINANCE,0.3869047619047619,65,168,2307,Vol_Low,2025-09-05,10S
BYBITSPOT->COINBASE,0.25757575757575757,51,198,2583,Vol_Low,2025-09-05,10S
BYBITSPOT->BITGET,0.3668639053254438,62,169,2288,Vol_Low,2025-09-05,10S
BITGET->BINANCE,0.31446540880503143,50,159,2147,Vol_Low,2025-09-05,10S
BITGET->COINBASE,0.16774193548387098,26,155,2037,Vol_Low,2025-09-05,10S
BITGET->BYBITSPOT,0.2857142857142857,50,175,2276,Vol_Low,2025-09-05,10S
BINANCE->COINBASE,0.26865671641791045,36,134,1692,Vol_Med,2025-09-05,10S
BINANCE->BYBITSPOT,0.2421875,31,128,1575,Vol_Med,2025-09-05,10S
BINANCE->BITGET,0.2857142857142857,38,133,1664,Vol_Med,2025-09-05,10S
COINBASE->BINANCE,0.5294117647058824,72,136,1716,Vol_Med,2025-09-05,10S
COINBASE->BYBITSPOT,0.4017094017094017,94,234,2858,Vol_Med,2025-09-05,10S
COINBASE->BITGET,0.40789473684210525,93,228,2784,Vol_Med,2025-09-05,10S
BYBITSPOT->BINANCE,0.4566929133858268,58,127,1622,Vol_Med,2025-09-05,10S
BYBITSPOT->COINBASE,0.2897959183673469,71,245,2923,Vol_Med,2025-09-05,10S
BYBITSPOT->BITGET,0.27699530516431925,59,213,2586,Vol_Med,2025-09-05,10S
BITGET->BINANCE,0.3972602739726027,58,146,1749,Vol_Med,2025-09-05,10S
BITGET->COINBASE,0.2682926829268293,66,246,2979,Vol_Med,2025-09-05,10S
BITGET->BYBITSPOT,0.25877192982456143,59,228,2696,Vol_Med,2025-09-05,10S
BINANCE->COINBASE,0.21621621621621623,16,74,1325,Vol_High,2025-09-05,10S
BINANCE->BYBITSPOT,0.2413793103448276,21,87,1469,Vol_High,2025-09-05,10S
BINANCE->BITGET,0.18085106382978725,17,94,1429,Vol_High,2025-09-05,10S
COINBASE->BINANCE,0.43529411764705883,37,85,1288,Vol_High,2025-09-05,10S
COINBASE->BYBITSPOT,0.33482142857142855,75,224,3039,Vol_High,2025-09-05,10S
COINBASE->BITGET,0.3482142857142857,78,224,3049,Vol_High,2025-09-05,10S
BYBITSPOT->BINANCE,0.36,36,100,1452,Vol_High,2025-09-05,10S
BYBITSPOT->COINBASE,0.3217391304347826,74,230,3064,Vol_High,2025-09-05,10S
BYBITSPOT->BITGET,0.3108108108108108,69,222,3009,Vol_High,2025-09-05,10S
BITGET->BINANCE,0.43,43,100,1458,Vol_High,2025-09-05,10S
BITGET->COINBASE,0.3138075313807531,75,239,3163,Vol_High,2025-09-05,10S
BITGET->BYBITSPOT,0.3333333333333333,78,234,3099,Vol_High,2025-09-05,10S
BINANCE->COINBASE,0.38162544169611307,108,283,2596,Wash_Low,2025-09-05,10S
BINANCE->BYBITSPOT,0.3684210526315789,105,285,2484,Wash_Low,2025-09-05,10S
BINANCE->BITGET,0.44483985765124556,125,281,2430,Wash_Low,2025-09-05,10S
COINBASE->BINANCE,0.5813148788927336,168,289,2606,Wash_Low,2025-09-05,10S
COINBASE->BYBITSPOT,0.4454713493530499,241,541,4572,Wash_Low,2025-09-05,10S
COINBASE->BITGET,0.4832347140039448,245,507,4328,Wash_Low,2025-09-05,10S
BYBITSPOT->BINANCE,0.5294117647058824,153,289,2548,Wash_Low,2025-09-05,10S
BYBITSPOT->COINBASE,0.3689839572192513,207,561,4742,Wash_Low,2025-09-05,10S
BYBITSPOT->BITGET,0.5098814229249012,258,506,4143,Wash_Low,2025-09-05,10S
BITGET->BINANCE,0.4610169491525424,136,295,2608,Wash_Low,2025-09-05,10S
BITGET->COINBASE,0.36496350364963503,200,548,4696,Wash_Low,2025-09-05,10S
BITGET->BYBITSPOT,0.40540540540540543,210,518,4324,Wash_Low,2025-09-05,10S
BINANCE->COINBASE,0.35353535353535354,105,297,2664,Wash_High,2025-09-05,10S
BINANCE->BYBITSPOT,0.3696369636963696,112,303,2770,Wash_High,2025-09-05,10S
BINANCE->BITGET,0.39473684210526316,120,304,2715,Wash_High,2025-09-05,10S
COINBASE->BINANCE,0.636963696369637,193,303,2663,Wash_High,2025-09-05,10S
COINBASE->BYBITSPOT,0.5665961945031712,268,473,3799,Wash_High,2025-09-05,10S
COINBASE->BITGET,0.5737327188940092,249,434,3467,Wash_High,2025-09-05,10S
BYBITSPOT->BINANCE,0.5331230283911672,169,317,2833,Wash_High,2025-09-05,10S
BYBITSPOT->COINBASE,0.40365111561866124,199,493,3828,Wash_High,2025-09-05,10S
BYBITSPOT->BITGET,0.5705128205128205,267,468,3740,Wash_High,2025-09-05,10S
BITGET->BINANCE,0.5031645569620253,159,316,2746,Wash_High,2025-09-05,10S
BITGET->COINBASE,0.358974358974359,154,429,3483,Wash_High,2025-09-05,10S
BITGET->BYBITSPOT,0.45274725274725275,206,455,3747,Wash_High,2025-09-05,10S
BINANCE->COINBASE,0.205607476635514,66,321,3599,Full,2025-09-05,15S
BINANCE->BYBITSPOT,0.2375,76,320,3594,Full,2025-09-05,15S
BINANCE->BITGET,0.33746130030959753,109,323,3574,Full,2025-09-05,15S
COINBASE->BINANCE,0.49693251533742333,162,326,3594,Full,2025-09-05,15S
COINBASE->BYBITSPOT,0.38640429338103754,216,559,5600,Full,2025-09-05,15S
COINBASE->BITGET,0.45746691871455575,242,529,5277,Full,2025-09-05,15S
BYBITSPOT->BINANCE,0.4791666666666667,161,336,3690,Full,2025-09-05,15S
BYBITSPOT->COINBASE,0.30139372822299654,173,574,5747,Full,2025-09-05,15S
BYBITSPOT->BITGET,0.3856088560885609,209,542,5379,Full,2025-09-05,15S
BITGET->BINANCE,0.39886039886039887,140,351,3773,Full,2025-09-05,15S
BITGET->COINBASE,0.25435540069686413,146,574,5638,Full,2025-09-05,15S
BITGET->BYBITSPOT,0.3170731707317073,182,574,5587,Full,2025-09-05,15S
BINANCE->COINBASE,0.23333333333333334,35,150,1499,Vol_Low,2025-09-05,15S
BINANCE->BYBITSPOT,0.26,39,150,1494,Vol_Low,2025-09-05,15S
BINANCE->BITGET,0.4142857142857143,58,140,1394,Vol_Low,2025-09-05,15S
COINBASE->BINANCE,0.5974025974025974,92,154,1520,Vol_Low,2025-09-05,15S
COINBASE->BYBITSPOT,0.4069767441860465,70,172,1685,Vol_Low,2025-09-05,15S
COINBASE->BITGET,0.6417910447761194,86,134,1348,Vol_Low,2025-09-05,15S
BYBITSPOT->BINANCE,0.5911949685534591,94,159,1568,Vol_Low,2025-09-05,15S
BYBITSPOT->COINBASE,0.44886363636363635,79,176,1766,Vol_Low,2025-09-05,15S
BYBITSPOT->BITGET,0.4720496894409938,76,161,1589,Vol_Low,2025-09-05,15S
BITGET->BINANCE,0.46308724832214765,69,149,1484,Vol_Low,2025-09-05,15S
BITGET->COINBASE,0.2945205479452055,43,146,1421,Vol_Low,2025-09-05,15S
BITGET->BYBITSPOT,0.36419753086419754,59,162,1583,Vol_Low,2025-09-05,15S
BINANCE->COINBASE,0.20175438596491227,23,114,1143,Vol_Med,2025-09-05,15S
BINANCE->BYBITSPOT,0.27722772277227725,28,101,1060,Vol_Med,2025-09-05,15S
BINANCE->BITGET,0.38392857142857145,43,112,1138,Vol_Med,2025-09-05,15S
COINBASE->BINANCE,0.5043478260869565,58,115,1161,Vol_Med,2025-09-05,15S
COINBASE->BYBITSPOT,0.3673469387755102,72,196,1901,Vol_Med,2025-09-05,15S
COINBASE->BITGET,0.46113989637305697,89,193,1897,Vol_Med,2025-09-05,15S
BYBITSPOT->BINANCE,0.5660377358490566,60,106,1093,Vol_Med,2025-09-05,15S
BYBITSPOT->COINBASE,0.315,63,200,1957,Vol_Med,2025-09-05,15S
BYBITSPOT->BITGET,0.45664739884393063,79,173,1780,Vol_Med,2025-09-05,15S
BITGET->BINANCE,0.3629032258064516,45,124,1228,Vol_Med,2025-09-05,15S
BITGET->COINBASE,0.3395348837209302,73,215,2076,Vol_Med,2025-09-05,15S
BITGET->BYBITSPOT,0.29441624365482233,58,197,1916,Vol_Med,2025-09-05,15S
BINANCE->COINBASE,0.26785714285714285,15,56,957,Vol_High,2025-09-05,15S
BINANCE->BYBITSPOT,0.22727272727272727,15,66,1040,Vol_High,2025-09-05,15S
BINANCE->BITGET,0.2898550724637681,20,69,1042,Vol_High,2025-09-05,15S
COINBASE->BINANCE,0.46551724137931033,27,58,913,Vol_High,2025-09-05,15S
COINBASE->BYBITSPOT,0.3864734299516908,80,207,2014,Vol_High,2025-09-05,15S
COINBASE->BITGET,0.375609756097561,77,205,2032,Vol_High,2025-09-05,15S
BYBITSPOT->BINANCE,0.38666666666666666,29,75,1029,Vol_High,2025-09-05,15S
BYBITSPOT->COINBASE,0.3951219512195122,81,205,2024,Vol_High,2025-09-05,15S
BYBITSPOT->BITGET,0.39215686274509803,80,204,2010,Vol_High,2025-09-05,15S
BITGET->BINANCE,0.375,30,80,1061,Vol_High,2025-09-05,15S
BITGET->COINBASE,0.3470319634703196,76,219,2141,Vol_High,2025-09-05,15S
BITGET->BYBITSPOT,0.3087557603686636,67,217,2088,Vol_High,2025-09-05,15S
BINANCE->COINBASE,0.2947019867549669,89,302,2474,Wash_Low,2025-09-05,15S
BINANCE->BYBITSPOT,0.38571428571428573,108,280,2272,Wash_Low,2025-09-05,15S
BINANCE->BITGET,0.48188405797101447,133,276,2250,Wash_Low,2025-09-05,15S
COINBASE->BINANCE,0.6310679611650486,195,309,2481,Wash_Low,2025-09-05,15S
COINBASE->BYBITSPOT,0.4180478821362799,227,543,4081,Wash_Low,2025-09-05,15S
COINBASE->BITGET,0.5198412698412699,262,504,3860,Wash_Low,2025-09-05,15S
BYBITSPOT->BINANCE,0.5783582089552238,155,268,2281,Wash_Low,2025-09-05,15S
BYBITSPOT->COINBASE,0.35283363802559414,193,547,4148,Wash_Low,2025-09-05,15S
BYBITSPOT->BITGET,0.49134199134199136,227,462,3569,Wash_Low,2025-09-05,15S
BITGET->BINANCE,0.48314606741573035,129,267,2312,Wash_Low,2025-09-05,15S
BITGET->COINBASE,0.3479923518164436,182,523,4011,Wash_Low,2025-09-05,15S
BITGET->BYBITSPOT,0.40332640332640335,194,481,3693,Wash_Low,2025-09-05,15S
BINANCE->COINBASE,0.3548387096774194,11,31,1125,Wash_High,2025-09-05,15S
BINANCE->BYBITSPOT,0.5211267605633803,37,71,1322,Wash_High,2025-09-05,15S
BINANCE->BITGET,0.3472222222222222,25,72,1324,Wash_High,2025-09-05,15S
COINBASE->BINANCE,0.5483870967741935,17,31,1113,Wash_High,2025-09-05,15S
COINBASE->BYBITSPOT,0.5675675675675675,21,37,1519,Wash_High,2025-09-05,15S
COINBASE->BITGET,0.6136363636363636,27,44,1417,Wash_High,2025-09-05,15S
BYBITSPOT->BINANCE,0.5473684210526316,52,95,1409,Wash_High,2025-09-05,15S
BYBITSPOT->COINBASE,0.3793103448275862,22,58,1599,Wash_High,2025-09-05,15S
BYBITSPOT->BITGET,0.594059405940594,60,101,1810,Wash_High,2025-09-05,15S
BITGET->BINANCE,0.5192307692307693,54,104,1461,Wash_High,2025-09-05,15S
BITGET->COINBASE,0.3968253968253968,25,63,1627,Wash_High,2025-09-05,15S
BITGET->BYBITSPOT,0.4722222222222222,51,108,1894,Wash_High,2025-09-05,15S
BINANCE->COINBASE,0.2515923566878981,79,314,1944,Full,2025-09-05,30S
BINANCE->BYBITSPOT,0.3037974683544304,96,316,1928,Full,2025-09-05,30S
BINANCE->BITGET,0.335423197492163,107,319,1929,Full,2025-09-05,30S
COINBASE->BINANCE,0.5768025078369906,184,319,1906,Full,2025-09-05,30S
COINBASE->BYBITSPOT,0.4418604651162791,247,559,2802,Full,2025-09-05,30S
COINBASE->BITGET,0.43346007604562736,228,526,2652,Full,2025-09-05,30S
BYBITSPOT->BINANCE,0.48328267477203646,159,329,1956,Full,2025-09-05,30S
BYBITSPOT->COINBASE,0.3310104529616725,190,574,2880,Full,2025-09-05,30S
BYBITSPOT->BITGET,0.43042671614100186,232,539,2714,Full,2025-09-05,30S
BITGET->BINANCE,0.41002949852507375,139,339,2021,Full,2025-09-05,30S
BITGET->COINBASE,0.27175843694493784,153,563,2870,Full,2025-09-05,30S
BITGET->BYBITSPOT,0.34759358288770054,195,561,2869,Full,2025-09-05,30S
BINANCE->COINBASE,0.27102803738317754,29,107,766,Vol_Low,2025-09-05,30S
BINANCE->BYBITSPOT,0.2909090909090909,32,110,765,Vol_Low,2025-09-05,30S
BINANCE->BITGET,0.4368932038834951,45,103,715,Vol_Low,2025-09-05,30S
COINBASE->BINANCE,0.5596330275229358,61,109,772,Vol_Low,2025-09-05,30S
COINBASE->BYBITSPOT,0.5,57,114,868,Vol_Low,2025-09-05,30S
COINBASE->BITGET,0.5360824742268041,52,97,702,Vol_Low,2025-09-05,30S
BYBITSPOT->BINANCE,0.5454545454545454,66,121,805,Vol_Low,2025-09-05,30S
BYBITSPOT->COINBASE,0.39669421487603307,48,121,920,Vol_Low,2025-09-05,30S
BYBITSPOT->BITGET,0.576,72,125,820,Vol_Low,2025-09-05,30S
BITGET->BINANCE,0.4642857142857143,52,112,770,Vol_Low,2025-09-05,30S
BITGET->COINBASE,0.3269230769230769,34,104,755,Vol_Low,2025-09-05,30S
BITGET->BYBITSPOT,0.376,47,125,833,Vol_Low,2025-09-05,30S
BINANCE->COINBASE,0.14814814814814814,8,54,583,Vol_Med,2025-09-05,30S
BINANCE->BYBITSPOT,0.35555555555555557,16,45,543,Vol_Med,2025-09-05,30S
BINANCE->BITGET,0.35294117647058826,18,51,593,Vol_Med,2025-09-05,30S
COINBASE->BINANCE,0.5294117647058824,27,51,592,Vol_Med,2025-09-05,30S
COINBASE->BYBITSPOT,0.4567901234567901,37,81,979,Vol_Med,2025-09-05,30S
COINBASE->BITGET,0.4387755102040816,43,98,970,Vol_Med,2025-09-05,30S
BYBITSPOT->BINANCE,0.3673469387755102,18,49,563,Vol_Med,2025-09-05,30S
BYBITSPOT->COINBASE,0.30666666666666664,23,75,995,Vol_Med,2025-09-05,30S
BYBITSPOT->BITGET,0.3894736842105263,37,95,932,Vol_Med,2025-09-05,30S
BITGET->BINANCE,0.3333333333333333,20,60,638,Vol_Med,2025-09-05,30S
BITGET->COINBASE,0.21551724137931033,25,116,1073,Vol_Med,2025-09-05,30S
BITGET->BYBITSPOT,0.2894736842105263,33,114,1029,Vol_Med,2025-09-05,30S
BINANCE->COINBASE,0.3,9,30,595,Vol_High,2025-09-05,30S
BINANCE->BYBITSPOT,0.1724137931034483,5,29,620,Vol_High,2025-09-05,30S
BINANCE->BITGET,0.2903225806451613,9,31,621,Vol_High,2025-09-05,30S
COINBASE->BINANCE,0.5185185185185185,14,27,542,Vol_High,2025-09-05,30S
COINBASE->BYBITSPOT,0.3358208955223881,45,134,955,Vol_High,2025-09-05,30S
COINBASE->BITGET,0.3237410071942446,45,139,980,Vol_High,2025-09-05,30S
BYBITSPOT->BINANCE,0.16129032258064516,5,31,588,Vol_High,2025-09-05,30S
BYBITSPOT->COINBASE,0.2878787878787879,38,132,965,Vol_High,2025-09-05,30S
BYBITSPOT->BITGET,0.35555555555555557,48,135,962,Vol_High,2025-09-05,30S
BITGET->BINANCE,0.35135135135135137,13,37,613,Vol_High,2025-09-05,30S
